"file_name","Start (s)","End (s)","Scientific name","Common name","Confidence","site","year","month","day","time","count"
"./output/20230301_062120.BirdNET.results.csv",243,246,"Thryothorus ludovicianus","Carolina Wren",0.1569,12,"2023",3,1,621,1
"./output/20230301_065150.BirdNET.results.csv",72,75,"Thryothorus ludovicianus","Carolina Wren",0.1949,12,"2023",3,1,651,1
"./output/20230302_062120.BirdNET.results.csv",441,444,"Thryothorus ludovicianus","Carolina Wren",0.2526,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",444,447,"Thryothorus ludovicianus","Carolina Wren",0.2642,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",465,468,"Thryothorus ludovicianus","Carolina Wren",0.4437,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",468,471,"Thryothorus ludovicianus","Carolina Wren",0.2076,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",471,474,"Thryothorus ludovicianus","Carolina Wren",0.2069,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",474,477,"Thryothorus ludovicianus","Carolina Wren",0.198,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",483,486,"Thryothorus ludovicianus","Carolina Wren",0.2501,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",486,489,"Thryothorus ludovicianus","Carolina Wren",0.6692,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",489,492,"Thryothorus ludovicianus","Carolina Wren",0.4013,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",492,495,"Thryothorus ludovicianus","Carolina Wren",0.2991,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",495,498,"Thryothorus ludovicianus","Carolina Wren",0.3346,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",498,501,"Thryothorus ludovicianus","Carolina Wren",0.5287,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",507,510,"Thryothorus ludovicianus","Carolina Wren",0.1751,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",510,513,"Thryothorus ludovicianus","Carolina Wren",0.6029,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",513,516,"Thryothorus ludovicianus","Carolina Wren",0.3723,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",516,519,"Thryothorus ludovicianus","Carolina Wren",0.3204,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",519,522,"Thryothorus ludovicianus","Carolina Wren",0.3974,12,"2023",3,2,621,1
"./output/20230302_062120.BirdNET.results.csv",522,525,"Thryothorus ludovicianus","Carolina Wren",0.2282,12,"2023",3,2,621,1
